time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1766408819069685200,20.282685302734375,45,0.3571394383907318,21,4.0329999923706055,2.0896973609924316,163.2186279296875,31.1,120.6874603,36.3604439
1766408819389287700,20.60228759765625,45,0.39058753848075867,21,4.348999977111816,2.099156379699707,160.35667419433594,31.1,120.6874617,36.3604362
1766408819769311200,20.982311279296876,45,0.41030773520469666,21,4.673999786376953,2.105752944946289,157.32179260253906,31.1,120.6874647,36.360428
1766408819822761700,21.03576171875,45,0.41030773520469666,21,4.855999946594238,2.10725998878479,157.0634765625,30.8,120.6874649,36.3604273
1766408820090200300,21.303200439453125,45,0.31114718317985535,21,5.125,2.4822752475738525,157.43170166015625,30.8,120.6874658,36.3604118
1766408820490284300,21.7032841796875,45,0.33350399136543274,21,5.241000175476074,2.503814458847046,156.21151733398438,30.8,120.6874696,36.3603986
1766408820722992400,21.935992431640624,45,0.3597208857536316,20.899999618530273,5.504000186920166,2.5118045806884766,153.7764434814453,29.6,120.6874723,36.3603918
1766408820846346500,22.059346435546875,45,0.48890289664268494,20.899999618530273,5.724999904632568,1.8192938566207886,157.4893341064453,29.6,120.6874695,36.3603873
1766408821210464500,22.423464599609375,45,0.3472669720649719,20.899999618530273,5.795000076293945,2.1233372688293457,158.7632293701172,29.6,120.6874678,36.3603798
1766408821570165500,22.78316552734375,45,0.3696161210536957,20.899999618530273,5.875,2.132992744445801,155.12391662597656,29.6,120.6874692,36.3603726
1766408821723246800,22.936246826171875,45,0.3947191536426544,21.100000381469727,5.954999923706055,2.137282133102417,153.61532592773438,28.9,120.6874701,36.3603697
1766408821950087400,23.16308740234375,45,0.4299967586994171,21.100000381469727,6.175000190734863,1.6428006887435913,167.2114715576172,28.9,120.6874683,36.3603645
1766408822256800500,23.469800537109375,45,0.3701484799385071,21.100000381469727,6.395999908447266,1.9888001680374146,169.86834716796875,28.9,120.6874689,36.3603582
1766408822823524400,24.0365244140625,45,0.39287135004997253,21.100000381469727,6.619999885559082,1.9981460571289062,176.70474243164062,28.9,120.6874704,36.3603472
1766408822929863400,24.142863525390624,45,0.41505515575408936,21.100000381469727,6.815000057220459,1.8315905332565308,158.9125213623047,28.9,120.6874726,36.3603437
1766408823223625200,24.436625244140625,45,0.38752877712249756,21.200000762939453,6.853000164031982,1.8264267444610596,159.52932739257812,28.7,120.6874754,36.3603395
1766408823632495600,24.84549560546875,45,0.38752877712249756,21.200000762939453,6.85099983215332,1.8233140707015991,155.43873596191406,28.7,120.6874791,36.3603326
1766408823723752000,24.936751953125,45,0.4061185419559479,21.399999618530273,6.896999835968018,1.8137896060943604,154.71600341796875,28.8,120.68748,36.3603312
1766408823990883800,25.2038837890625,45,0.4104766249656677,21.399999618530273,6.909999847412109,2.1861326694488525,151.239501953125,28.8,120.6874894,36.3603227
1766408824223878400,25.43687841796875,45,0.37054887413978577,21.100000381469727,6.873000144958496,2.122684955596924,147.84800720214844,28.7,120.6874954,36.3603171
1766408824750564400,25.963564453125,45,0.393629252910614,21.100000381469727,6.816999912261963,2.11773681640625,144.2427215576172,28.7,120.6875051,36.3603067
1766408824824029700,26.03702978515625,45,0.393629252910614,21,6.798999786376953,2.118366003036499,144.0835723876953,28.7,120.6875061,36.3603058
